Exam,Section(s),Day,Date,Start,Finish,Location,,,,,,
MATH 136,001 to 003,Thursday,"December 8, 2016",9:00 AM,11:30 AM,"DC 1350,1351",,,,,,
MATH 136,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
MATH 137,"001,004,006,010",Friday,"December 9, 2016",7:30 PM,10:00 PM,"STC 0020,0040,0050,0060,1012",,,,,,
MATH 137,"002,003,005
007 to 009",Friday,"December 9, 2016",7:30 PM,10:00 PM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12",,,,,,
MATH 138,001 to 003,Friday,"December 9, 2016",7:30 PM,10:00 PM,"DC 1350,1351",,,,,,
MATH 145,"001,002",Monday,"December 12, 2016",9:00 AM,11:30 AM,M3 1006,,,,,,
MATH 147,"001,002",Friday,"December 9, 2016",7:30 PM,10:00 PM,M3 1006,,,,,,
MATH 207,001,Saturday,"December 17, 2016",12:30 PM,3:00 PM,PAC 8,,,,,,
MATH 215,001,Friday,"December 9, 2016",7:30 PM,10:00 PM,"MC 4059,4060,4061",,,,,,
MATH 217,001,Saturday,"December 10, 2016",12:30 PM,3:00 PM,MC 4021,,,,,,
MATH 218,001,Friday,"December 16, 2016",12:30 PM,3:00 PM,"PAC 9,10",,,,,,
MATH 225,001,Monday,"December 19, 2016",7:30 PM,10:00 PM,MC 4045,,,,,,
MATH 227,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,TBA,,,,,,
MATH 228,001,Saturday,"December 10, 2016",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,
MATH 229,001,Monday,"December 19, 2016",9:00 AM,11:30 AM,MC 2038,,,,,,
MATH 235,001 to 005,Thursday,"December 8, 2016",4:00 PM,6:30 PM,"DC 1350,1351, STC 0060,1012",,,,,,
MATH 237,001 to 005,Saturday,"December 17, 2016",7:30 PM,10:00 PM,"PAC 1,2,3,4,5",,,,,,
MATH 239,001 to 004,Wednesday,"December 21, 2016",12:30 PM,3:00 PM,"PAC 1,2,3,4",,,,,,
MATH 245,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,MC 2035,,,,,,
MATH 247,001,Saturday,"December 17, 2016",7:30 PM,10:00 PM,TBA,,,,,,
MATH 249,001,Monday,"December 12, 2016",7:30 PM,10:00 PM,TBA,,,,,,
ME 201,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,TBA,,,,,,
ME 202,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 203,001,Monday,"December 12, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 212,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 219,001,Friday,"December 16, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 220,001,Monday,"December 19, 2016",12:30 PM,3:00 PM,TBA,,,,,,
ME 230,001,Monday,"December 19, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 235,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 250,001,Saturday,"December 10, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 250,002,Friday,"December 16, 2016",7:30 PM,10:00 PM,MC 1085,,,,,,
ME 262,001,Thursday,"December 8, 2016",7:30 PM,10:00 PM,TBA,,,,,,
ME 269,001,Wednesday,"December 14, 2016",12:30 PM,3:00 PM,TBA,,,,,,
ME 322,001,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,TBA,,,,,,
ME 353,001,Thursday,"December 15, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 360,001,Tuesday,"December 20, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 362,001,Friday,"December 9, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 436,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,TBA,,,,,,
ME 456,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 547,001,Monday,"December 19, 2016",12:30 PM,3:00 PM,TBA,,,,,,
ME 561,001,Friday,"December 9, 2016",9:00 AM,11:30 AM,TBA,,,,,,
ME 599,001,Friday,"December 9, 2016",7:30 PM,10:00 PM,TBA,,,,,,
ME 760,001,Friday,"December 9, 2016",7:30 PM,10:00 PM,TBA,,,,,,
MEDVL 250R,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
MNS 101,001,Friday,"December 9, 2016",9:00 AM,11:30 AM,STC 0040,,,,,,
MNS 211,001,Thursday,"December 8, 2016",7:30 PM,10:00 PM,STC 0010,,,,,,
MNS 321,001,Thursday,"December 8, 2016",7:30 PM,10:00 PM,MC 4041,,,,,,
MSCI 211,001,Wednesday,"December 21, 2016",9:00 AM,11:30 AM,M3 1006,,,,,,
MSCI 211,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
MSCI 240,001,Monday,"December 12, 2016",4:00 PM,6:30 PM,"PAC 9,10",,,,,,
MSCI 261,001,Saturday,"December 17, 2016",9:00 AM,11:30 AM,"PAC 11,12",,,,,,
MSCI 262,"001,002",Thursday,"December 8, 2016",9:00 AM,11:30 AM,STC 0010,,,,,,
MSCI 271,001,Saturday,"December 10, 2016",9:00 AM,11:30 AM,TBA,,,,,,
MSCI 311,001,Saturday,"December 17, 2016",7:30 PM,10:00 PM,DC 1350,,,,,,
MSCI 331,001,Wednesday,"December 21, 2016",7:30 PM,10:00 PM,MC 4061,,,,,,
MSCI 332,"001,002",Thursday,"December 8, 2016",12:30 PM,3:00 PM,TBA,,,,,,
MSCI 333,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,MC 4020,,,,,,
MSCI 342,001,Monday,"December 12, 2016",7:30 PM,10:00 PM,TBA,,,,,,
MSCI 422,001,Wednesday,"December 21, 2016",9:00 AM,11:30 AM,MC 4045,,,,,,
MSCI 446,001,Saturday,"December 10, 2016",4:00 PM,6:30 PM,TBA,,,,,,
MTE 201,001,Friday,"December 16, 2016",4:00 PM,6:30 PM,TBA,,,,,,
MTE 202,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,TBA,,,,,,
MTE 203,001,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,TBA,,,,,,
MTE 204,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,TBA,,,,,,
MTE 219,001,Monday,"December 19, 2016",4:00 PM,6:30 PM,TBA,,,,,,
MTE 220,001,Friday,"December 9, 2016",7:30 PM,10:00 PM,TBA,,,,,,
MTE 241,001,Thursday,"December 8, 2016",12:30 PM,3:00 PM,TBA,,,,,,
MTE 262,001,Monday,"December 12, 2016",4:00 PM,6:30 PM,TBA,,,,,,
MTHEL 131,001,Tuesday,"December 20, 2016",12:30 PM,2:30 PM,M3 1006,,,,,,
MUSIC 100,001,Thursday,"December 15, 2016",4:00 PM,6:30 PM,TBA,,,,,,
MUSIC 140,001,Saturday,"December 17, 2016",4:00 PM,6:30 PM,TBA,,,,,,
MUSIC 231,001,Monday,"December 19, 2016",12:30 PM,3:00 PM,TBA,,,,,,
MUSIC 232,001,Friday,"December 16, 2016",7:30 PM,10:00 PM,TBA,,,,,,
MUSIC 253,001,Monday,"December 12, 2016",9:00 AM,11:00 AM,TBA,,,,,,
MUSIC 256,001,Thursday,"December 8, 2016",9:00 AM,11:00 AM,TBA,,,,,,
MUSIC 275,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
MUSIC 364,001,Thursday,"December 8, 2016",4:00 PM,6:30 PM,TBA,,,,,,
MUSIC 370,001,Saturday,"December 10, 2016",4:00 PM,6:30 PM,TBA,,,,,,
NE 100,001,Friday,"December 16, 2016",4:00 PM,6:30 PM,"PAC 11,12",,,,,,
NE 109,001,Saturday,"December 10, 2016",12:30 PM,1:30 PM,DC 1351,,,,,,
NE 111,001,Monday,"December 19, 2016",9:00 AM,11:30 AM,TBA,,,,,,
NE 112,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,"PAC 11,12",,,,,,
NE 121,001,Thursday,"December 15, 2016",9:00 AM,11:30 AM,"PAC 11,12",,,,,,
NE 201,001,Thursday,"December 8, 2016",12:30 PM,3:00 PM,"MC 2017,2054",,,,,,
NE 215,001,Friday,"December 16, 2016",4:00 PM,6:30 PM,"MC 2017,2054",,,,,,
NE 216,001,Wednesday,"December 14, 2016",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,
NE 224,001,Monday,"December 12, 2016",9:00 AM,11:30 AM,"MC 2017,2054",,,,,,
NE 232,001,Tuesday,"December 20, 2016",12:30 PM,3:00 PM,"PAC 11,12",,,,,,
NE 241,001,Wednesday,"December 21, 2016",12:30 PM,3:00 PM,PAC 5,,,,,,
NE 335,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,STC 0040,,,,,,
NE 336,001,Friday,"December 16, 2016",9:00 AM,11:30 AM,"MC 2035,2038",,,,,,
NE 345,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,MC 4059,,,,,,
NE 352,001,Tuesday,"December 20, 2016",12:30 PM,3:00 PM,PAC 5,,,,,,
NE 353,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,"PAC 9,10",,,,,,
NE 451,001,Friday,"December 16, 2016",9:00 AM,11:30 AM,MC 4045,,,,,,
NE 461,001,Friday,"December 9, 2016",9:00 AM,11:30 AM,STC 0050,,,,,,
NE 471,001,Tuesday,"December 13, 2016",4:00 PM,6:30 PM,MC 4059,,,,,,
NE 481,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,MC 4021,,,,,,
NE 491,001,Monday,"December 19, 2016",9:00 AM,11:30 AM,MC 4021,,,,,,
OPTOM 104,001,Saturday,"December 10, 2016",9:00 AM,11:30 AM,REV 200,,,,,,
OPTOM 105,001,Monday,"December 12, 2016",9:00 AM,10:30 AM,REV 200,,,,,,
OPTOM 106,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,REV 200,,,,,,
OPTOM 108,001,Friday,"December 16, 2016",9:00 AM,11:30 AM,REV 200,,,,,,
OPTOM 124,001,Wednesday,"December 14, 2016",9:00 AM,11:00 AM,REV 200,,,,,,
OPTOM 215,001,Saturday,"December 10, 2016",12:30 PM,3:00 PM,REV 200,,,,,,
OPTOM 216,001,Wednesday,"December 14, 2016",12:30 PM,2:30 PM,REV 200,,,,,,
OPTOM 231,001,Thursday,"December 8, 2016",12:30 PM,2:30 PM,REV 200,,,,,,
OPTOM 245,001,Monday,"December 12, 2016",12:30 PM,2:30 PM,REV 200,,,,,,
OPTOM 252,001,Friday,"December 16, 2016",12:30 PM,2:30 PM,REV 200,,,,,,
OPTOM 342A,001,Wednesday,"December 14, 2016",4:00 PM,6:30 PM,REV 200,,,,,,
OPTOM 347,001,Thursday,"December 8, 2016",4:00 PM,6:30 PM,REV 200,,,,,,
OPTOM 375,001,Monday,"December 12, 2016",4:00 PM,6:30 PM,REV 200,,,,,,
OPTOM 387,001,Saturday,"December 10, 2016",4:00 PM,6:30 PM,REV 200,,,,,,
PACS 201,001,Wednesday,"December 21, 2016",9:00 AM,11:30 AM,TBA,,,,,,
PACS 202,001,Friday,"December 16, 2016",7:30 PM,10:00 PM,TBA,,,,,,
PACS 202,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PHIL 100J,001,Wednesday,"December 14, 2016",7:30 PM,10:00 PM,TBA,,,,,,
PHIL 100J,002,Tuesday,"December 20, 2016",12:30 PM,3:00 PM,TBA,,,,,,
PHIL 110A,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PHIL 118J,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
PHIL 145,001,Thursday,"December 22, 2016",12:30 PM,3:00 PM,TBA,,,,,,
PHIL 145,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PHIL 202,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PHIL 215,001,Thursday,"December 22, 2016",9:00 AM,11:30 AM,TBA,,,,,,
PHIL 215,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PHIL 230J,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
PHIL 251,001,Wednesday,"December 14, 2016",7:30 PM,10:00 PM,TBA,,,,,,
PHIL 265,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PHIL 283,001,Wednesday,"December 14, 2016",7:30 PM,10:00 PM,TBA,,,,,,
PHIL 284,001,Thursday,"December 8, 2016",7:30 PM,10:00 PM,TBA,,,,,,
PHIL 350,001,Thursday,"December 8, 2016",12:30 PM,3:00 PM,TBA,,,,,,
PHYS 111,001 to 004,Friday,"December 9, 2016",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8",,,,,,
PHYS 111L,001 to 020,Wednesday,"December 21, 2016",9:00 AM,10:00 AM,"PAC 1,2,3,4,5,6",,,,,,
PHYS 115,001 to 004,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,"PAC 1,2,3,4,5",,,,,,
PHYS 121,"001,002",Saturday,"December 17, 2016",9:00 AM,11:30 AM,"PAC 1,2,3,4,5",,,,,,
PHYS 121L,001 to 004,Wednesday,"December 21, 2016",9:00 AM,10:00 AM,"PAC 11,12",,,,,,
PHYS 131L,001 to 007,Wednesday,"December 21, 2016",9:00 AM,10:00 AM,"PAC 7,8",,,,,,
PHYS 224,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,MC 4040,,,,,,
PHYS 225,001,Monday,"December 19, 2016",7:30 PM,10:00 PM,MC 4021,,,,,,
PHYS 236,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,TBA,,,,,,
PHYS 256,001,Tuesday,"December 20, 2016",4:00 PM,6:30 PM,M3 1006,,,,,,
PHYS 256L,001 to 006,Wednesday,"December 21, 2016",4:00 PM,5:30 PM,TBA,,,,,,
PHYS 363,001,Thursday,"December 15, 2016",9:00 AM,11:30 AM,"PAC 9,10",,,,,,
PHYS 364,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,MC 4041,,,,,,
PHYS 380,001,Tuesday,"December 20, 2016",7:30 PM,10:00 PM,PAC 8,,,,,,
PHYS 434,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,MC 4061,,,,,,
PHYS 442,001,Saturday,"December 17, 2016",7:30 PM,10:00 PM,STC 0010,,,,,,
PHYS 454,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,MC 4045,,,,,,
PHYS 461,001,Thursday,"December 15, 2016",4:00 PM,6:30 PM,TBA,,,,,,
PHYS 474,001,Thursday,"December 8, 2016",7:30 PM,10:00 PM,MC 4042,,,,,,
PHYS 475,001,Monday,"December 19, 2016",12:30 PM,3:00 PM,STC 0020,,,,,,
PHYS 491,001,Friday,"December 16, 2016",12:30 PM,3:00 PM,TBA,,,,,,
PLAN 100,001,Tuesday,"December 13, 2016",7:30 PM,9:30 PM,STC 1012,,,,,,
PLAN 102,001,Thursday,"December 8, 2016",12:30 PM,2:30 PM,"MC 2034,2035,2038",,,,,,
PLAN 105,001,Monday,"December 12, 2016",9:00 AM,11:30 AM,"RCH 301,302",,,,,,
PLAN 281,001,Monday,"December 19, 2016",12:30 PM,3:00 PM,STC 0010,,,,,,
PLAN 300,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,"MC 2017,2054",,,,,,
PLAN 351,001,Saturday,"December 10, 2016",12:30 PM,3:00 PM,PAC 10,,,,,,
PLAN 362,001,Friday,"December 9, 2016",7:30 PM,10:00 PM,STC 0010,,,,,,
PMATH 330,001,Thursday,"December 8, 2016",12:30 PM,3:00 PM,MC 1085,,,,,,
PMATH 331,001,Friday,"December 16, 2016",4:00 PM,6:30 PM,MC 4020,,,,,,
PMATH 336,001,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,MC 4040,,,,,,
PMATH 340,001,Saturday,"December 17, 2016",9:00 AM,11:30 AM,MC 4061,,,,,,
PMATH 347,001,Monday,"December 19, 2016",4:00 PM,6:30 PM,PAC 3,,,,,,
PMATH 351,001,Wednesday,"December 14, 2016",7:30 PM,10:00 PM,PAC 9,,,,,,
PMATH 433,001,Wednesday,"December 14, 2016",12:30 PM,3:00 PM,TBA,,,,,,
PMATH 445,001,Saturday,"December 10, 2016",12:30 PM,3:00 PM,MC 4064,,,,,,
PMATH 451,001,Tuesday,"December 13, 2016",4:00 PM,6:30 PM,MC 4040,,,,,,
PMATH 453,001,Thursday,"December 15, 2016",9:00 AM,11:30 AM,MC 4041,,,,,,
PMATH 465,001,Wednesday,"December 21, 2016",4:00 PM,6:30 PM,PAC 6,,,,,,
PMATH 651,001,Tuesday,"December 13, 2016",4:00 PM,6:30 PM,MC 4040,,,,,,
PMATH 665,001,Wednesday,"December 21, 2016",4:00 PM,6:30 PM,PAC 6,,,,,,
PORT 101,001,Saturday,"December 17, 2016",12:30 PM,2:30 PM,MC 4041,,,,,,
PSCI 255,001,Monday,"December 19, 2016",12:30 PM,2:00 PM,MC 2038,,,,,,
PSCI 264,001,Wednesday,"December 14, 2016",12:30 PM,3:00 PM,MC 1085,,,,,,
PSCI 283,001,Tuesday,"December 20, 2016",9:00 AM,11:30 AM,PAC 9,,,,,,
PSCI 331,001,Tuesday,"December 20, 2016",9:00 AM,11:30 AM,PAC 10,,,,,,
PSCI 353,001,Monday,"December 12, 2016",7:30 PM,10:00 PM,PAC 12,,,,,,
PSYCH 101,001,Tuesday,"December 13, 2016",7:30 PM,9:30 PM,"PAC 4,5,6,7",,,,,,
PSYCH 101,002,Tuesday,"December 13, 2016",7:30 PM,9:30 PM,"PAC 1,2,3,8",,,,,,
PSYCH 101,004,Tuesday,"December 13, 2016",7:30 PM,9:30 PM,"PAC 9,10",,,,,,
PSYCH 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PSYCH 101R,001 to 003,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,TBA,,,,,,
PSYCH 207,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PSYCH 212R,001,Wednesday,"December 21, 2016",9:00 AM,11:30 AM,TBA,,,,,,
PSYCH 253,001,Monday,"December 19, 2016",7:30 PM,9:30 PM,"DC 1350,1351",,,,,,
PSYCH 253,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
PSYCH 257,001,Thursday,"December 22, 2016",4:00 PM,6:00 PM,"DC 1350,1351",,,,,,
PSYCH 291,001,Monday,"December 12, 2016",12:30 PM,2:30 PM,"M3 1006, MC 1085",,,,,,
PSYCH 306,001,Monday,"December 19, 2016",12:30 PM,2:30 PM,MC 4045,,,,,,
PSYCH 312R,001,Thursday,"December 8, 2016",4:00 PM,6:30 PM,TBA,,,,,,
PSYCH 318,001,Monday,"December 12, 2016",9:00 AM,11:30 AM,TBA,,,,,,
PSYCH 320,001,Tuesday,"December 13, 2016",7:30 PM,9:30 PM,"PAC 11,12",,,,,,
PSYCH 340,001,Tuesday,"December 13, 2016",9:00 AM,10:30 AM,STC 0040,,,,,,
PSYCH 349R,001,Thursday,"December 8, 2016",7:30 PM,10:00 PM,TBA,,,,,,
PSYCH 350,001,Tuesday,"December 20, 2016",4:00 PM,5:30 PM,STC 0040,,,,,,
PSYCH 391,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,DC 1350,,,,,,
PSYCH 457,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,MC 4040,,,,,,
REC 100,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
REC 101,001,Wednesday,"December 14, 2016",4:00 PM,6:00 PM,M3 1006,,,,,,
REC 306,001,Friday,"December 9, 2016",9:00 AM,11:30 AM,TBA,,,,,,
REES 220,"001,002",Friday,"December 16, 2016",4:00 PM,6:30 PM,"STC 0010,0020",,,,,,
RS 114,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
RS 250,001,Monday,"December 12, 2016",9:00 AM,11:30 AM,TBA,,,,,,
RS 358,001,Thursday,"December 8, 2016",4:00 PM,6:30 PM,TBA,,,,,,
RUSS 101,001,Thursday,"December 15, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SCI 200,001,Monday,"December 12, 2016",4:00 PM,6:30 PM,MC 4045,,,,,,
SCI 206,001,Friday,"December 16, 2016",7:30 PM,9:30 PM,"PAC 1,2,3,4,5",,,,,,
SCI 237,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,MC 2038,,,,,,
SCI 238,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SDS 131R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SDS 150R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SDS 210R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SDS 250R,001 to 003,Monday,"December 19, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SDS 355R,001,Monday,"December 12, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SE 212,"001,002",Wednesday,"December 14, 2016",9:00 AM,11:30 AM,"PAC 11,12",,,,,,
SE 380,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,M3 1006,,,,,,
SE 464,001,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,"STC 0010,0020",,,,,,
SI 221R,001,Tuesday,"December 13, 2016",4:00 PM,6:30 PM,TBA,,,,,,
SI 250R,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SMF 200,001,Tuesday,"December 20, 2016",9:00 AM,11:00 AM,TBA,,,,,,
SMF 204,001,Thursday,"December 15, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SMF 214,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SOC 101,001,Wednesday,"December 21, 2016",4:00 PM,6:30 PM,TBA,,,,,,
SOC 101,002,Thursday,"December 22, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SOC 101,"003,004",Wednesday,"December 21, 2016",4:00 PM,6:30 PM,"PAC 1,2,3",,,,,,
SOC 101R,001 to 003,Saturday,"December 17, 2016",7:30 PM,10:00 PM,TBA,,,,,,
SOC 201,001,Monday,"December 12, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SOC 221,001,Saturday,"December 17, 2016",7:30 PM,10:00 PM,TBA,,,,,,
SOC 227,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,MC 1085,,,,,,
SOC 248,001,Thursday,"December 22, 2016",4:00 PM,6:30 PM,TBA,,,,,,
SOC 280,001,Wednesday,"December 14, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SOC 302,001,Monday,"December 19, 2016",12:30 PM,2:30 PM,TBA,,,,,,
SOC 306,001,Friday,"December 9, 2016",9:00 AM,11:00 AM,TBA,,,,,,
SOC 310,001,Tuesday,"December 13, 2016",7:30 PM,9:30 PM,TBA,,,,,,
SOC 370,001,Thursday,"December 15, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SOCWK 120R,001 to 003,Friday,"December 9, 2016",12:30 PM,2:30 PM,TBA,,,,,,
SOCWK 120R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SOCWK 220R,001,Tuesday,"December 20, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SOCWK 221R,001,Wednesday,"December 14, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SOCWK 222R,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SOCWK 300R,001,Friday,"December 16, 2016",9:00 AM,11:30 AM,TBA,,,,,,
SOCWK 357R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SPAN 101,001 to 006,Thursday,"December 8, 2016",12:30 PM,2:30 PM,"MC 4020,4059,4061",,,,,,
SPAN 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SPAN 102,001,Monday,"December 12, 2016",4:00 PM,6:00 PM,MC 4040,,,,,,
SPAN 201A,"001,002",Thursday,"December 15, 2016",4:00 PM,6:00 PM,STC 0040,,,,,,
SPCOM 401,001,Monday,"December 12, 2016",12:30 PM,3:00 PM,TBA,,,,,,
STAT 202,"001,002",Saturday,"December 17, 2016",4:00 PM,6:30 PM,"PAC 1,2,3,4,5",,,,,,
STAT 206,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,"PAC 11,12",,,,,,
STAT 220,001,Friday,"December 16, 2016",12:30 PM,3:00 PM,MC 4040,,,,,,
STAT 221,001,Tuesday,"December 13, 2016",4:00 PM,6:30 PM,"PAC 4,5,6,7,8",,,,,,
STAT 230,001 to 005,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8",,,,,,
STAT 230,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
STAT 231,"001,002",Tuesday,"December 13, 2016",4:00 PM,6:30 PM,"PAC 4,5,6,7,8",,,,,,
STAT 231,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
STAT 240,001,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,PAC 10,,,,,,
STAT 330,"001,002",Friday,"December 9, 2016",9:00 AM,11:30 AM,"STC 0060,1012",,,,,,
STAT 331,"001,002",Thursday,"December 22, 2016",4:00 PM,6:30 PM,M3 1006,,,,,,
STAT 333,"001,002",Wednesday,"December 14, 2016",12:30 PM,3:00 PM,"PAC 8,11,12",,,,,,
STAT 334,001,Friday,"December 9, 2016",12:30 PM,3:00 PM,MC 4061,,,,,,
STAT 337,001,Saturday,"December 17, 2016",4:00 PM,6:30 PM,PAC 6,,,,,,
STAT 341,001,Saturday,"December 17, 2016",7:30 PM,10:00 PM,"PAC 11,12",,,,,,
STAT 371,001,Tuesday,"December 13, 2016",9:00 AM,11:30 AM,M3 1006,,,,,,
STAT 373,001,Thursday,"December 8, 2016",9:00 AM,11:30 AM,MC 4059,,,,,,
STAT 430,001,Thursday,"December 8, 2016",4:00 PM,6:30 PM,PAC 12,,,,,,
STAT 431,001,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,"PAC 9,11,12",,,,,,
STAT 433,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,DC 1351,,,,,,
STAT 442,001,Wednesday,"December 21, 2016",7:30 PM,10:00 PM,DC 1351,,,,,,
STAT 443,001,Friday,"December 16, 2016",9:00 AM,11:30 AM,M3 1006,,,,,,
STAT 830,001,Thursday,"December 8, 2016",4:00 PM,6:30 PM,PAC 12,,,,,,
STAT 831,001,Tuesday,"December 13, 2016",12:30 PM,3:00 PM,"PAC 9,11,12",,,,,,
STAT 833,001,Wednesday,"December 14, 2016",9:00 AM,11:30 AM,DC 1351,,,,,,
STAT 842,001,Wednesday,"December 21, 2016",7:30 PM,10:00 PM,DC 1351,,,,,,
SWREN 120R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,
SWREN 221R,001,Wednesday,"December 14, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SWREN 250R,"002,003",Monday,"December 19, 2016",12:30 PM,3:00 PM,TBA,,,,,,
SWREN 300R,001,Friday,"December 16, 2016",9:00 AM,11:30 AM,TBA,,,,,,
