Exam,Section(s),Day,Day/Date,Start,Finish,Location,,,,,,,,,,,
FR 355,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
FR 452,001,Thursday,"April 11, 2019",12:30 PM,2:30 PM,RCH 206,,,,,,,,,,,
FR 473,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,RCH 206,,,,,,,,,,,
GBDA 205,"001,002",Wednesday,"April 10, 2019",4:00 PM,6:00 PM,M3 1006,,,,,,,,,,,
GENE 123,"001,003",Monday,"April 22, 2019",9:00 AM,11:30 AM,STC 1012,,,,,,,,,,,
GENE 123,002,Tuesday,"April 23, 2019",12:30 PM,3:00 PM,M3 1006,,,,,,,,,,,
GENE 123,004,Wednesday,"April 24, 2019",9:00 AM,11:30 AM,DC 1350,,,,,,,,,,,
GEOG 102,001,Tuesday,"April 16, 2019",12:30 PM,3:00 PM,M3 1006,,,,,,,,,,,
GEOG 181,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
GEOG 202,001,Monday,"April 22, 2019",9:00 AM,11:30 AM,STC 0010,,,,,,,,,,,
GEOG 209,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,STC 0010,,,,,,,,,,,
GEOG 271,001,Tuesday,"April 23, 2019",12:30 PM,3:00 PM,"PAC UPPER 9,10,11",,,,,,,,,,,
GEOG 281,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,
GEOG 318,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,MC 4040,,,,,,,,,,,
GEOG 323,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,MC 4021,,,,,,,,,,,
GEOG 325,001,Wednesday,"April 24, 2019",9:00 AM,11:30 AM,MC 4045,,,,,,,,,,,
GEOG 336,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
GEOG 368,001,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,"PAC UPPER 9,10,11",,,,,,,,,,,
GEOG 407,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,MC 4040,,,,,,,,,,,
GEOG 454,001,Monday,"April 22, 2019",7:30 PM,10:00 PM,PAC 3,,,,,,,,,,,
GER 101,001-003,Saturday,"April 13, 2019",7:30 PM,10:00 PM,DWE 3522,,,,,,,,,,,
GER 101,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
GER 102,002,Saturday,"April 13, 2019",7:30 PM,10:00 PM,DWE 3522A,,,,,,,,,,,
GER 102,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
GER 201,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
GER 202,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
GER 385,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,DWE 3522A,,,,,,,,,,,
GERON 245,001,Tuesday,"April 16, 2019",4:00 PM,5:00 PM,"STC 1012,0050,0060",,,,,,,,,,,
GERON 352,001,Wednesday,"April 10, 2019",4:00 PM,5:00 PM,STC 1012,,,,,,,,,,,
GERON 355,001,Monday,"April 22, 2019",4:00 PM,6:30 PM,"PAC 1,2,3",,,,,,,,,,,
GRK 102,001,Wednesday,"April 10, 2019",4:00 PM,6:00 PM,MC 4042,,,,,,,,,,,
GRK 202,001,Wednesday,"April 10, 2019",4:00 PM,6:00 PM,MC 4044,,,,,,,,,,,
HIST 113,001,Friday,"April 26, 2019",12:30 PM,3:00 PM,RCH 211,,,,,,,,,,,
HIST 252,001,Tuesday,"April 16, 2019",12:30 PM,2:30 PM,MC 4045,,,,,,,,,,,
HLTH 102,"001,002",Saturday,"April 13, 2019",12:30 PM,2:30 PM,"STC 1012,0060",,,,,,,,,,,
HLTH 173,005,Monday,"April 15, 2019",4:00 PM,6:30 PM,MC 4063,,,,,,,,,,,
HLTH 230,001,Thursday,"April 25, 2019",12:30 PM,3:00 PM,"PAC 7,8",,,,,,,,,,,
HLTH 245,001,Tuesday,"April 16, 2019",4:00 PM,5:00 PM,"STC 1012,0050,0060",,,,,,,,,,,
HLTH 280,001,Thursday,"April 11, 2019",9:00 AM,10:00 AM,"DC 1350,1351",,,,,,,,,,,
HLTH 352,001,Wednesday,"April 10, 2019",4:00 PM,5:00 PM,STC 1012,,,,,,,,,,,
HLTH 433,001,Monday,"April 22, 2019",9:00 AM,11:00 AM,STC 0050,,,,,,,,,,,
HLTH 451,001,Thursday,"April 18, 2019",4:00 PM,6:00 PM,BMH 1016,,,,,,,,,,,
HLTH 620,007,Thursday,"April 18, 2019",4:00 PM,6:00 PM,BMH 1016,,,,,,,,,,,
HRM 200,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
HRM 301,001,Wednesday,"April 17, 2019",4:00 PM,6:00 PM,MC 4020,,,,,,,,,,,
HRM 303,001,Thursday,"April 11, 2019",12:30 PM,2:30 PM,MC 4063,,,,,,,,,,,
HRM 307,001,Wednesday,"April 10, 2019",4:00 PM,6:00 PM,MC 4061,,,,,,,,,,,
HUMSC 102,001,Wednesday,"April 10, 2019",7:30 PM,10:00 PM,SJ1 3016,,,,,,,,,,,
HUMSC 301,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,SJ1 3016,,,,,,,,,,,
INDEV 101,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,RCH 305,,,,,,,,,,,
INDEV 212,001,Thursday,"April 11, 2019",9:00 AM,11:30 AM,RCH 103,,,,,,,,,,,
INTEG 121,001,Thursday,"April 11, 2019",9:00 AM,11:30 AM,RCH 103,,,,,,,,,,,
INTEG 251,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,RCH 309,,,,,,,,,,,
JAPAN 101R,"001,002",Saturday,"April 13, 2019",12:30 PM,2:30 PM,AHS 1689,,,,,,,,,,,
JAPAN 102R,001,Friday,"April 26, 2019",7:30 PM,9:30 PM,MC 4061,,,,,,,,,,,
JAPAN 201R,001,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,REN 2107,,,,,,,,,,,
JAPAN 202R,001,Saturday,"April 13, 2019",4:00 PM,6:30 PM,REN 2107,,,,,,,,,,,
JAPAN 301R,001,Monday,"April 15, 2019",9:00 AM,11:30 AM,REN 2107,,,,,,,,,,,
KIN 100,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,"PAC 1,2,3,8",,,,,,,,,,,
KIN 100L,001-010,Friday,"April 26, 2019",4:00 PM,6:30 PM,"STC 1012,0060,0050",,,,,,,,,,,
KIN 146,001,Monday,"April 15, 2019",4:00 PM,6:30 PM,"PAC 4,5,6,7,8",,,,,,,,,,,
KIN 204,001,Monday,"April 15, 2019",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,,
KIN 221,001,Wednesday,"April 17, 2019",9:00 AM,11:30 AM,"PAC UPPER 9,10,11",,,,,,,,,,,
KIN 232,001,Friday,"April 12, 2019",7:30 PM,10:00 PM,PAC 8,,,,,,,,,,,
KIN 242,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,STC 0020,,,,,,,,,,,
KIN 307,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,MC 4042,,,,,,,,,,,
KIN 352,001,Wednesday,"April 10, 2019",4:00 PM,5:00 PM,STC 1012,,,,,,,,,,,
KIN 356,001,Friday,"April 26, 2019",4:00 PM,6:30 PM,"MC 4042,4045",,,,,,,,,,,
KIN 402,001,Thursday,"April 11, 2019",12:30 PM,2:30 PM,STC 0010,,,,,,,,,,,
KIN 408,001,Wednesday,"April 24, 2019",4:00 PM,6:30 PM,"PAC 4,5",,,,,,,,,,,
KIN 415,001,Wednesday,"April 17, 2019",7:30 PM,10:00 PM,M3 1006,,,,,,,,,,,
KIN 427,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,M3 1006,,,,,,,,,,,
LAT 102,001,Thursday,"April 11, 2019",4:00 PM,6:00 PM,PAC UPPER 9,,,,,,,,,,,
LAT 202,001,Thursday,"April 11, 2019",12:30 PM,2:30 PM,MC 4058,,,,,,,,,,,
LAT 332,001,Wednesday,"April 17, 2019",12:30 PM,2:30 PM,MC 4064,,,,,,,,,,,
LAT 490,001,Wednesday,"April 17, 2019",12:30 PM,2:30 PM,MC 4064,,,,,,,,,,,
LAT 600,001,Wednesday,"April 17, 2019",12:30 PM,2:30 PM,MC 4064,,,,,,,,,,,
LS 101,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
LS 202,001,Monday,"April 15, 2019",4:00 PM,6:30 PM,SJ2 1004,,,,,,,,,,,
LS 222,001,Monday,"April 22, 2019",9:00 AM,11:30 AM,DC 1351,,,,,,,,,,,
LS 229,001,Saturday,"April 13, 2019",12:30 PM,2:30 PM,SJ2 1004,,,,,,,,,,,
LS 229,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
LS 271,001,Thursday,"April 25, 2019",4:00 PM,6:30 PM,STC 1012,,,,,,,,,,,
LS 271,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
LS 273,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
LS 280,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,"PAC UPPER 9,10,11",,,,,,,,,,,
LS 283,001,Tuesday,"April 23, 2019",9:00 AM,11:00 AM,DC 1351,,,,,,,,,,,
LS 292,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,SJ2 2007,,,,,,,,,,,
LS 327,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
LS 366,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
LS 419,001,Wednesday,"April 17, 2019",9:00 AM,11:30 AM,MC 4041,,,,,,,,,,,
MATBUS 470,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,DC 1351,,,,,,,,,,,
MATBUS 471,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,DC 1350,,,,,,,,,,,
MATBUS 472,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,PAC UPPER 11,,,,,,,,,,,
MATH 103,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 104,001,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,MC 4060,,,,,,,,,,,
MATH 104,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 106,001,Friday,"April 12, 2019",9:00 AM,11:30 AM,DC 1350,,,,,,,,,,,
MATH 109,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,MC 4045,,,,,,,,,,,
MATH 114,001,Thursday,"April 25, 2019",9:00 AM,11:30 AM,PAC UPPER 9,,,,,,,,,,,
MATH 118,001-005,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,"PAC 1,2,3,7,8",,,,,,,,,,,
MATH 119,001-003,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,"PAC 4,5,6, PAC UPPER 9,10",,,,,,,,,,,
MATH 127,001-003,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,"STC 1012,0060",,,,,,,,,,,
MATH 127,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 128,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 128,001-007,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8",,,,,,,,,,,
MATH 135,001-008,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,"PAC 4,5,6,7",,,,,,,,,,,
MATH 136,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 136,001-009,Friday,"April 12, 2019",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8, PAC UPPER 9,10,11
M3 1006",,,,,,,,,,,
MATH 137,"001,002",Tuesday,"April 16, 2019",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,,
MATH 137,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 138,"001-004
006-009",Tuesday,"April 16, 2019",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8, PAC UPPER 9,10,11
STC 1012,0060",,,,,,,,,,,
MATH 138,005,Tuesday,"April 16, 2019",12:30 PM,3:00 PM,STC 0050,,,,,,,,,,,
MATH 138,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 146,"001,002",Wednesday,"April 10, 2019",4:00 PM,6:30 PM,DC 1351,,,,,,,,,,,
MATH 148,"001,002",Tuesday,"April 16, 2019",4:00 PM,6:30 PM,PAC 8,,,,,,,,,,,
MATH 207,001,Friday,"April 12, 2019",7:30 PM,10:00 PM,PAC UPPER 9,,,,,,,,,,,
MATH 217,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,MC 4020,,,,,,,,,,,
MATH 225,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 228,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MATH 235,"001,002",Wednesday,"April 10, 2019",12:30 PM,3:00 PM,"STC 1012,0060",,,,,,,,,,,
MATH 237,"001,002",Tuesday,"April 16, 2019",4:00 PM,6:30 PM,"PAC 1,2,3",,,,,,,,,,,
MATH 239,001-003,Monday,"April 22, 2019",12:30 PM,3:00 PM,"PAC 4,5,6,7",,,,,,,,,,,
MATH 247,001,Friday,"April 12, 2019",9:00 AM,11:30 AM,MC 4060,,,,,,,,,,,
MATH 249,001,Tuesday,"April 23, 2019",9:00 AM,11:30 AM,MC 4021,,,,,,,,,,,
ME 101,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,"PAC UPPER 9,10,11",,,,,,,,,,,
ME 115,001,Thursday,"April 18, 2019",4:00 PM,6:30 PM,DC 1351,,,,,,,,,,,
ME 201,001,Thursday,"April 18, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
ME 202,001,Monday,"April 22, 2019",9:00 AM,11:30 AM,"MC 4059,4061",,,,,,,,,,,
ME 219,001,Friday,"April 12, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
ME 230,001,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
ME 269,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
ME 303,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,"E5 3101, 3102",,,,,,,,,,,
ME 321,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,"E5 3101, 3102",,,,,,,,,,,
ME 321,002,Monday,"April 22, 2019",9:00 AM,11:30 AM,"E7 3343, 3353",,,,,,,,,,,
ME 322,001,Tuesday,"April 16, 2019",7:30 PM,10:00 PM,"E5 3101, 3102",,,,,,,,,,,
ME 340,001,Monday,"April 22, 2019",4:00 PM,6:30 PM,"E5 3101, 3102",,,,,,,,,,,
ME 351,001,Wednesday,"April 17, 2019",4:00 PM,6:30 PM,"E7 3343, 3353",,,,,,,,,,,
ME 351,002,Wednesday,"April 17, 2019",4:00 PM,6:30 PM,"E5 3101, 3102",,,,,,,,,,,
ME 353,001,Monday,"April 15, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
ME 354,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,"E5 3101, 3102",,,,,,,,,,,
ME 360,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,"E7 3343, 3353",,,,,,,,,,,
ME 362,001,Thursday,"April 11, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
ME 452,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,DWE 2402,,,,,,,,,,,
ME 524,001,Thursday,"April 25, 2019",7:30 PM,10:00 PM,DWE 2402,,,,,,,,,,,
ME 526,001,Wednesday,"April 24, 2019",7:30 PM,10:00 PM,"E5 3101, 3102",,,,,,,,,,,
ME 533,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,CPH 3679,,,,,,,,,,,
ME 535,001,Wednesday,"April 10, 2019",7:30 PM,10:00 PM,CPH 3679,,,,,,,,,,,
ME 538,001,Friday,"April 26, 2019",7:30 PM,10:00 PM,CPH 3679,,,,,,,,,,,
ME 547,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,DWE 2402,,,,,,,,,,,
ME 555,001,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,DWE 2402,,,,,,,,,,,
ME 557,001,Monday,"April 22, 2019",7:30 PM,10:00 PM,CPH 3679,,,,,,,,,,,
ME 562,001,Wednesday,"April 10, 2019",7:30 PM,10:00 PM,DWE 2402,,,,,,,,,,,
ME 563,001,Thursday,"April 11, 2019",4:00 PM,6:30 PM,CPH 3679,,,,,,,,,,,
ME 567,001,Saturday,"April 13, 2019",12:30 PM,3:00 PM,CPH 3679,,,,,,,,,,,
ME 596,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
ME 597,001,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,DWE 2402,,,,,,,,,,,
ME 598,001,Friday,"April 12, 2019",9:00 AM,11:30 AM,RCH 302,,,,,,,,,,,
ME 599,001,Tuesday,"April 16, 2019",12:30 PM,3:00 PM,"E5 3101, 3102",,,,,,,,,,,
ME 599,003,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
ME 671,001,Saturday,"April 13, 2019",12:30 PM,3:00 PM,CPH 3679,,,,,,,,,,,
ME 760,002,Tuesday,"April 16, 2019",12:30 PM,3:00 PM,"E5 3101, 3102",,,,,,,,,,,
MEDVL 205,001,Wednesday,"April 17, 2019",7:30 PM,9:30 PM,STC 0010,,,,,,,,,,,
MEDVL 251R,001,Wednesday,"April 10, 2019",9:00 AM,11:30 AM,REN 2107,,,,,,,,,,,
MNS 102,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,MC 4020,,,,,,,,,,,
MNS 221,001,Wednesday,"April 17, 2019",12:30 PM,3:00 PM,MC 4061,,,,,,,,,,,
MNS 322,001,Friday,"April 12, 2019",7:30 PM,10:00 PM,PAC 3,,,,,,,,,,,
MNS 410,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
MNS 431,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,MC 4041,,,,,,,,,,,
MSCI 121,001,Thursday,"April 25, 2019",9:00 AM,11:30 AM,PAC 8,,,,,,,,,,,
MSCI 131,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,DC 1350,,,,,,,,,,,
MSCI 211,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
MSCI 261,"001,002",Monday,"April 15, 2019",7:30 PM,10:00 PM,"PAC 2,3",,,,,,,,,,,
MSCI 261,003,Thursday,"April 11, 2019",7:30 PM,10:00 PM,STC 0020,,,,,,,,,,,
MSCI 311,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
MSCI 311,002,Monday,"April 22, 2019",9:00 AM,11:30 AM,CPH 1346,,,,,,,,,,,
MSCI 331,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,STC 0040,,,,,,,,,,,
MSCI 334,001,Tuesday,"April 16, 2019",4:00 PM,6:30 PM,DC 1351,,,,,,,,,,,
MSCI 431,"001,002",Friday,"April 12, 2019",7:30 PM,10:00 PM,PAC 2,,,,,,,,,,,
MSCI 432,001,Tuesday,"April 23, 2019",9:00 AM,11:30 AM,"PAC UPPER 9,10,11",,,,,,,,,,,
MSCI 433,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,CPH 1346,,,,,,,,,,,
MSCI 435,001,Monday,"April 15, 2019",4:00 PM,6:30 PM,MC 4064,,,,,,,,,,,
MSCI 555,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,MC 4045,,,,,,,,,,,
MTE 111,001,Monday,"April 15, 2019",12:30 PM,3:00 PM,M3 1006,,,,,,,,,,,
MTE 119,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,"MC 4020,4021",,,,,,,,,,,
MTE 120,001,Thursday,"April 18, 2019",12:30 PM,3:00 PM,DC 1351,,,,,,,,,,,
MTE 140,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,M3 1006,,,,,,,,,,,
MTE 201,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,"E5 3101, 3102",,,,,,,,,,,
MTE 202,001,Wednesday,"April 10, 2019",12:30 PM,3:00 PM,"E5 3101, 3102",,,,,,,,,,,
MTE 219,001,Tuesday,"April 16, 2019",12:30 PM,3:00 PM,"E7 3343, 3353",,,,,,,,,,,
MTE 262,001,Thursday,"April 18, 2019",12:30 PM,3:00 PM,"E5 3101, 3102",,,,,,,,,,,
MTE 309,001,Thursday,"April 11, 2019",9:00 AM,11:30 AM,"E7 3343, 3353",,,,,,,,,,,
MTE 320,001,Wednesday,"April 17, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
MTE 322,001,Monday,"April 22, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
MTE 325,001,Wednesday,"April 24, 2019",9:00 AM,11:30 AM,"E5 3101, 3102",,,,,,,,,,,
MTE 360,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
MTE 380,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
MTE 546,001,Friday,"April 12, 2019",4:00 PM,6:30 PM,CPH 3679,,,,,,,,,,,
MTHEL 131,001,Wednesday,"April 24, 2019",4:00 PM,6:00 PM,M3 1006,,,,,,,,,,,
MUSIC 100,001,Wednesday,"April 24, 2019",4:00 PM,6:30 PM,"CGR 1111, 1208, 1302",,,,,,,,,,,
MUSIC 140,001,Tuesday,"April 23, 2019",4:00 PM,6:30 PM,STC 1012,,,,,,,,,,,
MUSIC 240,001,Friday,"April 26, 2019",9:00 AM,11:30 AM,CGR 1111,,,,,,,,,,,
MUSIC 246,001,Wednesday,"April 24, 2019",7:30 PM,10:00 PM,STC 1012,,,,,,,,,,,
MUSIC 253,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,CGR 1302,,,,,,,,,,,
MUSIC 256,001,Monday,"April 15, 2019",9:00 AM,11:00 AM,CGR 1208,,,,,,,,,,,
MUSIC 271,001,Thursday,"April 18, 2019",4:00 PM,6:30 PM,CGR 3450,,,,,,,,,,,
MUSIC 371,001,Wednesday,"April 17, 2019",9:00 AM,11:30 AM,CGR 3450,,,,,,,,,,,
NE 113,001,Thursday,"April 18, 2019",12:30 PM,3:00 PM,"STC 0040,0050",,,,,,,,,,,
NE 125,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,DC 1351,,,,,,,,,,,
NE 131,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,,,,,,
NE 140,001,Tuesday,"April 16, 2019",9:00 AM,11:30 AM,"MC 4020,4021",,,,,,,,,,,
NE 469,001,Friday,"April 12, 2019",12:30 PM,3:00 PM,PAC UPPER 9,,,,,,,,,,,
NE 479,001,Thursday,"April 18, 2019",7:30 PM,10:00 PM,STC 0040,,,,,,,,,,,
NE 479,002,Wednesday,"April 17, 2019",4:00 PM,6:30 PM,PAC UPPER 10,,,,,,,,,,,
NE 489,001,Wednesday,"April 10, 2019",4:00 PM,6:00 PM,STC 0010,,,,,,,,,,,
NE 499,001,Thursday,"April 11, 2019",12:30 PM,3:00 PM,MC 4041,,,,,,,,,,,
NE 499,002,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,
OPTOM 103,001,Wednesday,"April 17, 2019",9:00 AM,10:30 AM,REV 200,,,,,,,,,,,
OPTOM 114,001,Monday,"April 15, 2019",9:00 AM,11:30 AM,REV 200,,,,,,,,,,,
OPTOM 134,001,Monday,"April 22, 2019",9:00 AM,10:30 AM,REV 200,,,,,,,,,,,
OPTOM 152,001,Friday,"April 12, 2019",9:00 AM,11:00 AM,REV 200,,,,,,,,,,,
OPTOM 246,001,Monday,"April 15, 2019",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,
OPTOM 250,001,Wednesday,"April 24, 2019",9:00 AM,10:30 AM,M3 1006,,,,,,,,,,,
OPTOM 255,001,Wednesday,"April 10, 2019",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,
OPTOM 261,001,Monday,"April 22, 2019",12:30 PM,3:00 PM,REV 200,,,,,,,,,,,
OPTOM 262,001,Wednesday,"April 17, 2019",12:30 PM,1:30 PM,REV 200,,,,,,,,,,,
OPTOM 270,001,Friday,"April 26, 2019",9:00 AM,11:00 AM,M3 1006,,,,,,,,,,,
OPTOM 272,001,Friday,"April 12, 2019",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,
OPTOM 339,001,Wednesday,"April 10, 2019",9:00 AM,11:00 AM,REV 200,,,,,,,,,,,
OPTOM 342B,001,Friday,"April 12, 2019",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,
OPTOM 365,001,Monday,"April 22, 2019",4:00 PM,6:00 PM,REV 200,,,,,,,,,,,
OPTOM 367,001,Monday,"April 15, 2019",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,
OPTOM 377,001,Wednesday,"April 17, 2019",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,
OPTOM 385,001,Wednesday,"April 10, 2019",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,
PACS 201,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PACS 202,001,Thursday,"April 25, 2019",4:00 PM,6:30 PM,STC 1012,,,,,,,,,,,
PACS 202,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PACS 301,001,Thursday,"April 11, 2019",7:30 PM,10:00 PM,CGR 1208,,,,,,,,,,,
PHIL 110B,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHIL 145,002,Wednesday,"April 17, 2019",4:00 PM,6:30 PM,SJ2 2002,,,,,,,,,,,
PHIL 145,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHIL 201,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHIL 207J,001,Friday,"April 12, 2019",7:30 PM,10:00 PM,SJ2 2007,,,,,,,,,,,
PHIL 210J,001,Thursday,"April 11, 2019",7:30 PM,10:00 PM,SJ1 3016,,,,,,,,,,,
PHIL 221,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHIL 240,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHIL 265,081,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,
PHIL 284,001,Monday,"April 15, 2019",9:00 AM,11:30 AM,SJ1 3016,,,,,,,,,,,
PHYS 111,001-003,Wednesday,"April 24, 2019",12:30 PM,3:00 PM,"PAC 4,5,6,7,8",,,,,,,,,,,
